AMC,schemeCode,schemeCategory,schemeSubCategory,schemeName,Plan,Option
Bajaj Finserv Asset Management Limited,152406,Equity Scheme,Large & Mid Cap Fund,Bajaj Finserv Large and Mid Cap Fund - Regular Growth,Regular,Growth
Bajaj Finserv Asset Management Limited,152407,Equity Scheme,Large & Mid Cap Fund,Bajaj Finserv Large and Mid Cap Fund - Regular IDCW,Regular,IDCW
Bajaj Finserv Asset Management Limited,151833,Debt Scheme,Liquid Fund,Bajaj Finserv Liquid Fund - Direct Growth,Direct,Growth
Bajaj Finserv Asset Management Limited,151837,Debt Scheme,Liquid Fund,Bajaj Finserv Liquid Fund - Regular Growth,Regular,Growth
Bajaj Finserv Asset Management Limited,151889,Debt Scheme,Money Market Fund,Bajaj Finserv Money Market Fund - Direct Growth,Direct,Growth
Bajaj Finserv Asset Management Limited,151893,Debt Scheme,Money Market Fund,Bajaj Finserv Money Market Fund - Regular Growth,Regular,Growth
Bajaj Finserv Asset Management Limited,152639,Hybrid Scheme,Multi Asset Allocation,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,Direct,Growth
Bajaj Finserv Asset Management Limited,152641,Hybrid Scheme,Multi Asset Allocation,Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW,Direct,IDCW
Bajaj Finserv Asset Management Limited,152642,Hybrid Scheme,Multi Asset Allocation,Bajaj Finserv Multi Asset Allocation Fund - Regular Growth,Regular,Growth
Bajaj Finserv Asset Management Limited,152640,Hybrid Scheme,Multi Asset Allocation,Bajaj Finserv Multi Asset Allocation Fund - Regular IDCW,Regular,IDCW
Bajaj Finserv Asset Management Limited,153506,Other Scheme,Index Funds,Bajaj Finserv Nifty 50 Index Fund - Direct Growth,Direct,Growth
Bajaj Finserv Asset Management Limited,153505,Other Scheme,Index Funds,Bajaj Finserv Nifty 50 Index Fund - Direct IDCW,Direct,IDCW
Bajaj Finserv Asset Management Limited,153508,Other Scheme,Index Funds,Bajaj Finserv Nifty 50 Index Fund - Regular Growth,Regular,Growth
Bajaj Finserv Asset Management Limited,153507,Other Scheme,Index Funds,Bajaj Finserv Nifty 50 Index Fund - Regular IDCW,Regular,IDCW
Bajaj Finserv Asset Management Limited,153479,Other Scheme,Index Funds,Bajaj Finserv Nifty Next 50 Index Fund - Direct Growth,Direct,Growth
Bajaj Finserv Asset Management Limited,153478,Other Scheme,Index Funds,Bajaj Finserv Nifty Next 50 Index Fund - Direct IDCW,Direct,IDCW
Bajaj Finserv Asset Management Limited,153480,Other Scheme,Index Funds,Bajaj Finserv Nifty Next 50 Index Fund - Regular Growth,Regular,Growth
Bajaj Finserv Asset Management Limited,153481,Other Scheme,Index Funds,Bajaj Finserv Nifty Next 50 Index Fund - Regular IDCW,Regular,IDCW
Bajaj Finserv Asset Management Limited,151849,Debt Scheme,Overnight Fund,Bajaj Finserv Overnight Fund - Direct Growth,Direct,Growth
Bajaj Finserv Asset Management Limited,151851,Debt Scheme,Overnight Fund,Bajaj Finserv Overnight Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,140382,Hybrid Scheme,Aggressive Hybrid Fund,Bandhan Aggressive Hybrid Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,140383,Hybrid Scheme,Aggressive Hybrid Fund,Bandhan Aggressive Hybrid Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,140381,Hybrid Scheme,Aggressive Hybrid Fund,Bandhan Aggressive Hybrid Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,140384,Hybrid Scheme,Aggressive Hybrid Fund,Bandhan Aggressive Hybrid Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118474,Hybrid Scheme,Arbitrage Fund,BANDHAN Arbitrage Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118485,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Aggressive Plan - Direct Growth,Direct,Growth
Bandhan AMC Limited,118484,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Aggressive Plan - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,112332,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Aggressive Plan - Regular Growth,Regular,Growth
Bandhan AMC Limited,112331,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Aggressive Plan - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118486,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Conservative Plan - Direct Growth,Direct,Growth
Bandhan AMC Limited,118487,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Conservative Plan - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,112327,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Conservative Plan - Regular Growth,Regular,Growth
Bandhan AMC Limited,112328,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Conservative Plan - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118489,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Moderate Plan - Direct Growth,Direct,Growth
Bandhan AMC Limited,118488,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Moderate Plan - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,112329,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Moderate Plan - Regular Growth,Regular,Growth
Bandhan AMC Limited,112330,Other Scheme,FoF Domestic,BANDHAN Asset Allocation Fund of Fund-Moderate Plan - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,131355,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,BANDHAN Balanced Advantage Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,131356,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,BANDHAN Balanced Advantage Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,131357,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,BANDHAN Balanced Advantage Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,131354,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,BANDHAN Balanced Advantage Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,121279,Debt Scheme,Banking and PSU Fund,Bandhan Banking and PSU Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,121280,Debt Scheme,Banking and PSU Fund,Bandhan Banking and PSU Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,118394,Debt Scheme,Medium to Long Duration Fund,BANDHAN BOND FUND - INCOME PLAN - Direct Growth,Direct,Growth
Bandhan AMC Limited,118401,Debt Scheme,Medium Duration Fund,BANDHAN BOND FUND - MEDIUM TERM PLAN - Direct Growth,Direct,Growth
Bandhan AMC Limited,108728,Debt Scheme,Medium Duration Fund,BANDHAN BOND FUND - MEDIUM TERM PLAN - Regular Growth,Regular,Growth
Bandhan AMC Limited,118407,Debt Scheme,Short Duration Fund,BANDHAN BOND FUND - SHORT TERM PLAN - Direct Growth,Direct,Growth
Bandhan AMC Limited,152844,Other Scheme,Index Funds,Bandhan BSE Healthcare Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152843,Other Scheme,Index Funds,Bandhan BSE Healthcare Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,153838,Other Scheme,Index Funds,Bandhan BSE India Sector Leaders Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153839,Other Scheme,Index Funds,Bandhan BSE India Sector Leaders Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152878,Equity Scheme,Sectoral/ Thematic,Bandhan Business Cycle Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152879,Equity Scheme,Sectoral/ Thematic,Bandhan Business Cycle Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152877,Equity Scheme,Sectoral/ Thematic,Bandhan Business Cycle Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152880,Equity Scheme,Sectoral/ Thematic,Bandhan Business Cycle Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118491,Hybrid Scheme,Conservative Hybrid Fund,BANDHAN CONSERVATIVE HYBRID FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,112353,Hybrid Scheme,Conservative Hybrid Fund,BANDHAN CONSERVATIVE HYBRID FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,135916,Debt Scheme,Corporate Bond Fund,BANDHAN Corporate Bond Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,135914,Debt Scheme,Corporate Bond Fund,BANDHAN Corporate Bond Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,140603,Debt Scheme,Credit Risk Fund,BANDHAN CREDIT RISK FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,140609,Debt Scheme,Credit Risk Fund,BANDHAN CREDIT RISK FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,148792,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,148791,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,148790,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,148793,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,148789,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,148788,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,148786,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,148787,Other Scheme,Index Funds,BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,153389,Other Scheme,Index Funds,Bandhan CRISIL-IBX 10 90 Gilt Plus SDL Index - Dec 2029 Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153390,Other Scheme,Index Funds,Bandhan CRISIL-IBX 10 90 Gilt Plus SDL Index - Dec 2029 Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,153391,Other Scheme,Index Funds,Bandhan CRISIL-IBX 10 90 Gilt Plus SDL Index - Dec 2029 Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,153392,Other Scheme,Index Funds,Bandhan CRISIL-IBX 10 90 Gilt Plus SDL Index - Dec 2029 Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,153407,Other Scheme,Index Funds,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153408,Other Scheme,Index Funds,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,108561,Debt Scheme,Dynamic Bond,BANDHAN Dynamic Bond   Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,108675,Debt Scheme,Dynamic Bond,BANDHAN Dynamic Bond  Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118416,Debt Scheme,Dynamic Bond,BANDHAN Dynamic Bond Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,111524,Debt Scheme,Dynamic Bond,BANDHAN Dynamic Bond Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,118473,Equity Scheme,ELSS,BANDHAN ELSS Tax Saver Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118472,Equity Scheme,ELSS,BANDHAN ELSS Tax Saver Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,111569,Equity Scheme,ELSS,BANDHAN ELSS Tax Saver Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,111570,Equity Scheme,ELSS,BANDHAN ELSS Tax Saver Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118477,Hybrid Scheme,Equity Savings,BANDHAN EQUITY SAVINGS FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,118424,Equity Scheme,Flexi Cap Fund,BANDHAN Flexi Cap Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118423,Equity Scheme,Flexi Cap Fund,BANDHAN Flexi Cap Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,108594,Equity Scheme,Flexi Cap Fund,BANDHAN Flexi Cap Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,108595,Equity Scheme,Flexi Cap Fund,BANDHAN Flexi Cap Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118421,Equity Scheme,Focused Fund,Bandhan Focused Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118422,Equity Scheme,Focused Fund,Bandhan Focused Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,108592,Equity Scheme,Focused Fund,Bandhan Focused Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,108593,Equity Scheme,Focused Fund,Bandhan Focused Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,108646,Debt Scheme,Gilt Fund with 10 year constant duration,BANDHAN GSF - CONSTANT MATURITY    PLAN - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,108753,Debt Scheme,Gilt Fund with 10 year constant duration,BANDHAN GSF - CONSTANT MATURITY   PLAN - Regular Growth,Regular,Growth
Bandhan AMC Limited,111343,Debt Scheme,Gilt Fund with 10 year constant duration,BANDHAN GSF - CONSTANT MATURITY  PLAN - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118387,Debt Scheme,Gilt Fund with 10 year constant duration,BANDHAN GSF - CONSTANT MATURITY PLAN - Direct Growth,Direct,Growth
Bandhan AMC Limited,108558,Debt Scheme,Gilt Fund,BANDHAN GSF Investment    Plan - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,108559,Debt Scheme,Gilt Fund,BANDHAN GSF Investment   Plan - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,108557,Debt Scheme,Gilt Fund,BANDHAN GSF Investment  Plan - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118464,Debt Scheme,Gilt Fund,BANDHAN GSF Investment Plan - Direct Growth,Direct,Growth
Bandhan AMC Limited,111525,Debt Scheme,Gilt Fund,BANDHAN GSF Investment Plan - Regular Growth,Regular,Growth
Bandhan AMC Limited,118410,Other Scheme,FoF Domestic,Bandhan Income Plus Arbitrage Active FOF - Direct Growth,Direct,Growth
Bandhan AMC Limited,108545,Other Scheme,FoF Domestic,Bandhan Income Plus Arbitrage Active FOF - Regular Growth,Regular,Growth
Bandhan AMC Limited,118469,Equity Scheme,Sectoral/ Thematic,BANDHAN Infrastructure Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118468,Equity Scheme,Sectoral/ Thematic,BANDHAN Infrastructure Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,114476,Equity Scheme,Sectoral/ Thematic,BANDHAN Infrastructure Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,114477,Equity Scheme,Sectoral/ Thematic,BANDHAN Infrastructure Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,152607,Equity Scheme,Sectoral/ Thematic,BANDHAN INNOVATION FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,152604,Equity Scheme,Sectoral/ Thematic,BANDHAN INNOVATION FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152606,Equity Scheme,Sectoral/ Thematic,BANDHAN INNOVATION FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,152605,Equity Scheme,Sectoral/ Thematic,BANDHAN INNOVATION FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118419,Equity Scheme,Large & Mid Cap Fund,Bandhan Large & Mid Cap Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118420,Equity Scheme,Large & Mid Cap Fund,Bandhan Large & Mid Cap Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,108596,Equity Scheme,Large & Mid Cap Fund,Bandhan Large & Mid Cap Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,108597,Equity Scheme,Large & Mid Cap Fund,Bandhan Large & Mid Cap Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118479,Equity Scheme,Large Cap Fund,BANDHAN LARGE CAP FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,118478,Equity Scheme,Large Cap Fund,BANDHAN LARGE CAP FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,108799,Equity Scheme,Large Cap Fund,BANDHAN LARGE CAP FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,108800,Equity Scheme,Large Cap Fund,BANDHAN LARGE CAP FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118364,Debt Scheme,Liquid Fund,BANDHAN LIQUID Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,108690,Debt Scheme,Liquid Fund,BANDHAN LIQUID Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152520,Debt Scheme,Long Duration Fund,BANDHAN LONG DURATION FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,152519,Debt Scheme,Long Duration Fund,BANDHAN LONG DURATION FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152518,Debt Scheme,Long Duration Fund,BANDHAN LONG DURATION FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,152517,Debt Scheme,Long Duration Fund,BANDHAN LONG DURATION FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118371,Debt Scheme,Low Duration Fund,BANDHAN LOW DURATION FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,108632,Debt Scheme,Low Duration Fund,BANDHAN LOW DURATION FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,118384,Debt Scheme,Money Market Fund,Bandhan Money  Market Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,108650,Debt Scheme,Money Market Fund,Bandhan Money Market   Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,108756,Debt Scheme,Money Market Fund,Bandhan Money Market  Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,108757,Debt Scheme,Money Market Fund,Bandhan Money Market Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,152324,Hybrid Scheme,Multi Asset Allocation,BANDHAN MULTI ASSET ALLOCATION FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,152323,Hybrid Scheme,Multi Asset Allocation,BANDHAN MULTI ASSET ALLOCATION FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152326,Hybrid Scheme,Multi Asset Allocation,BANDHAN MULTI ASSET ALLOCATION FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,152325,Hybrid Scheme,Multi Asset Allocation,BANDHAN MULTI ASSET ALLOCATION FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,153722,Equity Scheme,Sectoral/ Thematic,Bandhan Multi-Factor Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153720,Equity Scheme,Sectoral/ Thematic,Bandhan Multi-Factor Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,153721,Equity Scheme,Sectoral/ Thematic,Bandhan Multi-Factor Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,153723,Equity Scheme,Sectoral/ Thematic,Bandhan Multi-Factor Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,153114,Other Scheme,Index Funds,Bandhan Nifty 200 Quality 30 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153113,Other Scheme,Index Funds,Bandhan Nifty 200 Quality 30 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,118482,Other Scheme,Index Funds,BANDHAN Nifty 50 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118483,Other Scheme,Index Funds,BANDHAN Nifty 50 Index Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,112877,Other Scheme,Index Funds,BANDHAN Nifty 50 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,112878,Other Scheme,Index Funds,BANDHAN Nifty 50 Index Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,153003,Other Scheme,Index Funds,Bandhan Nifty 500 Momentum 50 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153002,Other Scheme,Index Funds,Bandhan Nifty 500 Momentum 50 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152990,Other Scheme,Index Funds,Bandhan Nifty 500 Value 50 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152991,Other Scheme,Index Funds,Bandhan Nifty 500 Value 50 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152177,Other Scheme,Index Funds,Bandhan Nifty Alpha 50 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152178,Other Scheme,Index Funds,Bandhan Nifty Alpha 50 Index Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152179,Other Scheme,Index Funds,Bandhan Nifty Alpha 50 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152180,Other Scheme,Index Funds,Bandhan Nifty Alpha 50 Index Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,153213,Other Scheme,Index Funds,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153212,Other Scheme,Index Funds,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152793,Other Scheme,Index Funds,BANDHAN NIFTY BANK INDEX FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,152792,Other Scheme,Index Funds,BANDHAN NIFTY BANK INDEX FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,152041,Other Scheme,Index Funds,Bandhan Nifty IT Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152042,Other Scheme,Index Funds,Bandhan Nifty IT Index Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152043,Other Scheme,Index Funds,Bandhan Nifty IT Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152044,Other Scheme,Index Funds,Bandhan Nifty IT Index Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,152855,Other Scheme,Index Funds,Bandhan Nifty Midcap 150 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152856,Other Scheme,Index Funds,Bandhan Nifty Midcap 150 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,153350,Other Scheme,Index Funds,Bandhan Nifty Next 50 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,153349,Other Scheme,Index Funds,Bandhan Nifty Next 50 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152264,Other Scheme,Index Funds,BANDHAN Nifty Smallcap 250 Index Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,152263,Other Scheme,Index Funds,BANDHAN Nifty Smallcap 250 Index Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152266,Other Scheme,Index Funds,BANDHAN Nifty Smallcap 250 Index Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152265,Other Scheme,Index Funds,BANDHAN Nifty Smallcap 250 Index Fund - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,152716,Other Scheme,Index Funds,BANDHAN NIFTY TOTAL MARKET INDEX FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,152717,Other Scheme,Index Funds,BANDHAN NIFTY TOTAL MARKET INDEX FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,146191,Debt Scheme,Overnight Fund,BANDHAN Overnight Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,146187,Debt Scheme,Overnight Fund,BANDHAN Overnight Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,152102,Solution Oriented Scheme,Retirement Fund,BANDHAN RETIREMENT FUND - Direct Growth,Direct,Growth
Bandhan AMC Limited,152104,Solution Oriented Scheme,Retirement Fund,BANDHAN RETIREMENT FUND - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,152103,Solution Oriented Scheme,Retirement Fund,BANDHAN RETIREMENT FUND - Regular Growth,Regular,Growth
Bandhan AMC Limited,152105,Solution Oriented Scheme,Retirement Fund,BANDHAN RETIREMENT FUND - Regular IDCW,Regular,IDCW
Bandhan AMC Limited,118481,Equity Scheme,Value Fund,Bandhan Value Fund - Direct Growth,Direct,Growth
Bandhan AMC Limited,118480,Equity Scheme,Value Fund,Bandhan Value Fund - Direct IDCW,Direct,IDCW
Bandhan AMC Limited,108909,Equity Scheme,Value Fund,Bandhan Value Fund - Regular Growth,Regular,Growth
Bandhan AMC Limited,108908,Equity Scheme,Value Fund,Bandhan Value Fund - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,143614,Hybrid Scheme,Arbitrage Fund,BANK OF INDIA ARBITRAGE FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,143620,Hybrid Scheme,Arbitrage Fund,BANK OF INDIA ARBITRAGE FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,152789,Equity Scheme,Sectoral/ Thematic,Bank of India Business Cycle Fund - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,152788,Equity Scheme,Sectoral/ Thematic,Bank of India Business Cycle Fund - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,152790,Equity Scheme,Sectoral/ Thematic,Bank of India Business Cycle Fund - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,152791,Equity Scheme,Sectoral/ Thematic,Bank of India Business Cycle Fund - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119393,Debt Scheme,Medium to Long Duration Fund,BANK OF INDIA CONSERVATIVE HYBRID FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,153139,Equity Scheme,Sectoral/ Thematic,Bank of India Consumption Fund - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,153142,Equity Scheme,Sectoral/ Thematic,Bank of India Consumption Fund - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,153140,Equity Scheme,Sectoral/ Thematic,Bank of India Consumption Fund - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,153141,Equity Scheme,Sectoral/ Thematic,Bank of India Consumption Fund - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119351,Equity Scheme,ELSS,BANK OF INDIA ELSS TAX SAVER - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,119352,Equity Scheme,ELSS,BANK OF INDIA ELSS TAX SAVER - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,148404,Equity Scheme,Flexi Cap Fund,BANK OF INDIA FLEXI CAP FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,148406,Equity Scheme,Flexi Cap Fund,BANK OF INDIA FLEXI CAP FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,148405,Equity Scheme,Flexi Cap Fund,BANK OF INDIA FLEXI CAP FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,148407,Equity Scheme,Flexi Cap Fund,BANK OF INDIA FLEXI CAP FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119350,Equity Scheme,Large & Mid Cap Fund,BANK OF INDIA LARGE & MID CAP FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,148980,Equity Scheme,Large Cap Fund,BANK OF INDIA LARGE CAP FUND - Direct Growth,Direct,Growth
