AMC,schemeCode,schemeCategory,schemeSubCategory,schemeName,Plan,Option
Tata Asset Management Limited,119243,Equity Scheme,Sectoral/ Thematic,Tata Infrastructure Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,119244,Equity Scheme,Sectoral/ Thematic,Tata Infrastructure Fund - Direct IDCW,Direct,IDCW
Tata Asset Management Limited,101766,Equity Scheme,Sectoral/ Thematic,Tata Infrastructure Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,101852,Equity Scheme,Sectoral/ Thematic,Tata Infrastructure Fund - Regular IDCW,Regular,IDCW
Tata Asset Management Limited,119202,Equity Scheme,Large & Mid Cap Fund,Tata Large & Mid Cap Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,119201,Equity Scheme,Large & Mid Cap Fund,Tata Large & Mid Cap Fund - Direct IDCW,Direct,IDCW
Tata Asset Management Limited,101824,Equity Scheme,Large & Mid Cap Fund,Tata Large & Mid Cap Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,101823,Equity Scheme,Large & Mid Cap Fund,Tata Large & Mid Cap Fund - Regular IDCW,Regular,IDCW
Tata Asset Management Limited,119160,Equity Scheme,Large Cap Fund,Tata Large Cap Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,119159,Equity Scheme,Large Cap Fund,Tata Large Cap Fund - Direct IDCW,Direct,IDCW
Tata Asset Management Limited,100475,Equity Scheme,Large Cap Fund,Tata Large Cap Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,102036,Equity Scheme,Large Cap Fund,Tata Large Cap Fund - Regular IDCW,Regular,IDCW
Tata Asset Management Limited,119861,Debt Scheme,Liquid Fund,Tata Liquid Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,102672,Debt Scheme,Liquid Fund,Tata Liquid Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,119127,Debt Scheme,Medium Duration Fund,Tata Medium Term Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,119126,Debt Scheme,Medium Duration Fund,Tata Medium Term Fund - Direct IDCW,Direct,IDCW
Tata Asset Management Limited,101703,Debt Scheme,Medium Duration Fund,Tata Medium Term Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,101605,Debt Scheme,Medium Duration Fund,Tata Medium Term Fund - Regular IDCW,Regular,IDCW
Tata Asset Management Limited,119178,Equity Scheme,Mid Cap Fund,Tata Mid Cap Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,119177,Equity Scheme,Mid Cap Fund,Tata Mid Cap Fund - Direct IDCW,Direct,IDCW
Tata Asset Management Limited,102328,Equity Scheme,Mid Cap Fund,Tata Mid Cap Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,102326,Equity Scheme,Mid Cap Fund,Tata Mid Cap Fund - Regular IDCW,Regular,IDCW
Tata Asset Management Limited,119424,Debt Scheme,Money Market Fund,Tata Money Market Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,119421,Debt Scheme,Money Market Fund,Tata Money Market Fund - Direct IDCW,Direct,IDCW
Tata Asset Management Limited,101847,Debt Scheme,Money Market Fund,Tata Money Market Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,101986,Debt Scheme,Money Market Fund,Tata Money Market Fund - Regular IDCW,Regular,IDCW
Tata Asset Management Limited,148053,Hybrid Scheme,Multi Asset Allocation,Tata Multi Asset Allocation Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,148050,Hybrid Scheme,Multi Asset Allocation,Tata Multi Asset Allocation Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,151232,Equity Scheme,Multi Cap Fund,TATA MULTICAP FUND - Direct Growth,Direct,Growth
Tata Asset Management Limited,151235,Equity Scheme,Multi Cap Fund,TATA MULTICAP FUND - Regular Growth,Regular,Growth
Tata Asset Management Limited,152557,Other Scheme,Index Funds,Tata Nifty Auto Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152560,Other Scheme,Index Funds,Tata Nifty Auto Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152951,Other Scheme,Index Funds,Tata Nifty Capital Markets Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152954,Other Scheme,Index Funds,Tata Nifty Capital Markets Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152577,Other Scheme,Index Funds,Tata Nifty Financial Services Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152574,Other Scheme,Index Funds,Tata Nifty Financial Services Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,151301,Other Scheme,Index Funds,Tata Nifty G-Sec Dec 2026 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,151306,Other Scheme,Index Funds,Tata Nifty G-Sec Dec 2026 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,151273,Other Scheme,Index Funds,Tata Nifty G-Sec Dec 2029 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,151275,Other Scheme,Index Funds,Tata Nifty G-Sec Dec 2029 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,150344,Other Scheme,FoF Domestic,Tata Nifty India Digital ETF Fund of Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,150345,Other Scheme,FoF Domestic,Tata Nifty India Digital ETF Fund of Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152742,Other Scheme,Index Funds,Tata Nifty India Tourism Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152746,Other Scheme,Index Funds,Tata Nifty India Tourism Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,153581,Other Scheme,Index Funds,Tata Nifty Midcap 150 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,153580,Other Scheme,Index Funds,Tata Nifty Midcap 150 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,150738,Other Scheme,Index Funds,Tata Nifty Midcap 150 Momentum 50 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,150741,Other Scheme,Index Funds,Tata Nifty Midcap 150 Momentum 50 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152564,Other Scheme,Index Funds,Tata Nifty MidSmall Healthcare Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152567,Other Scheme,Index Funds,Tata Nifty MidSmall Healthcare Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,153858,Other Scheme,Index Funds,Tata Nifty Next 50 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,153855,Other Scheme,Index Funds,Tata Nifty Next 50 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152570,Other Scheme,Index Funds,Tata Nifty Realty Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152573,Other Scheme,Index Funds,Tata Nifty Realty Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,150326,Other Scheme,Index Funds,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60 40 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,150330,Other Scheme,Index Funds,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60 40 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152836,Other Scheme,Index Funds,Tata Nifty200 Alpha 30 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152834,Other Scheme,Index Funds,Tata Nifty200 Alpha 30 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152588,Other Scheme,Index Funds,Tata Nifty500 Multicap India Manufacturing 50 30 20 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152590,Other Scheme,Index Funds,Tata Nifty500 Multicap India Manufacturing 50 30 20 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,152595,Other Scheme,Index Funds,Tata Nifty500 Multicap Infrastructure 50 30 20 Index Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,152596,Other Scheme,Index Funds,Tata Nifty500 Multicap Infrastructure 50 30 20 Index Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,146980,Debt Scheme,Overnight Fund,Tata Overnight Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,146977,Debt Scheme,Overnight Fund,Tata Overnight Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,147864,Equity Scheme,Sectoral/ Thematic,Tata Quant Fund - Direct Growth,Direct,Growth
Tata Asset Management Limited,147867,Equity Scheme,Sectoral/ Thematic,Tata Quant Fund - Regular Growth,Regular,Growth
Tata Asset Management Limited,135813,Equity Scheme,Sectoral/ Thematic,Tata Resources & Energy Fund - Direct Growth,Direct,Growth
